TestData_WithEMG.csv
Sensor_1_IM_EMG1,Sensor_2_IM_EMG2,Sensor_3_IM_EMG3,Sensor_4_IM_EMG4,Sensor_5_IM_EMG5,Sensor_6_IM_EMG6,Sensor_7_IM_EMG7,Sensor_8_IM_EMG8,Sensor_9_IM_EMG9,Sensor_10_IM_EMG10,Sensor_11_IM_EMG11,Sensor_12_IM_EMG12,Sensor_13_IM_EMG13,Sensor_14_IM_EMG14,Sensor_15_IM_EMG15,Sensor_16_IM_EMG16,
0.00000278,-0.00000344,-0.00002129,-0.00000577,0.00000000,0.00000000,-0.00000709,-0.00001420,-0.00002853,-0.00001129,-0.00001295,-0.00001495,-0.00000044,-0.00000041,-0.00001482,-0.00001547,
0.00000324,-0.00000305,-0.00002119,-0.00000462,0.00000000,0.00000000,-0.00000774,-0.00001337,-0.00002819,-0.00001131,-0.00001296,-0.00001018,-0.00000115,-0.00000862,-0.00001720,-0.00001455,
0.00000295,-0.00000311,-0.00002156,-0.00000478,0.00000000,0.00000000,-0.00000919,-0.00001198,-0.00002783,-0.00000952,-0.00001258,-0.00001136,-0.00000108,-0.00000327,-0.00001899,-0.00002108,
0.00000237,-0.00000275,-0.00002181,-0.00000655,0.00000000,0.00000000,-0.00001106,-0.00001034,-0.00002809,-0.00000809,-0.00001230,-0.00001731,-0.00000087,0.00000479,-0.00001879,-0.00002693,
0.00000188,-0.00000231,-0.00002208,-0.00000814,0.00000000,0.00000000,-0.00001262,-0.00000872,-0.00002903,-0.00000761,-0.00001290,-0.00002365,-0.00000114,0.00001293,-0.00001676,-0.00002932,
0.00000228,-0.00000218,-0.00002205,-0.00000818,0.00000000,0.00000000,-0.00001315,-0.00000783,-0.00002966,-0.00000778,-0.00001372,-0.00002718,-0.00000133,0.00001785,-0.00001613,-0.00002924,
0.00000431,-0.00000193,-0.00002115,-0.00000708,0.00000000,0.00000000,-0.00001225,-0.00000794,-0.00002929,-0.00000867,-0.00001366,-0.00002551,-0.00000067,0.00001449,-0.00002074,-0.00002701,
0.00000608,-0.00000100,-0.00002064,-0.00000681,0.00000000,0.00000000,-0.00001060,-0.00000802,-0.00002923,-0.00001005,-0.00001323,-0.00001266,-0.00000049,0.00000720,-0.00002838,-0.00002356,
0.00000564,0.00000041,-0.00002158,-0.00000836,0.00000000,0.00000000,-0.00000988,-0.00000755,-0.00003066,-0.00001130,-0.00001364,0.00001365,-0.00000215,0.00000310,-0.00003308,-0.00002074,
0.00000438,0.00000144,-0.00002263,-0.00000987,0.00000000,0.00000000,-0.00001040,-0.00000740,-0.00003224,-0.00001196,-0.00001495,0.00003796,-0.00000398,0.00000003,-0.00003376,-0.00001941,
0.00000321,0.00000184,-0.00002285,-0.00001019,0.00000000,0.00000000,-0.00001041,-0.00000754,-0.00003233,-0.00001118,-0.00001613,0.00003427,-0.00000359,-0.00000888,-0.00003233,-0.00001899,
0.00000146,0.00000162,-0.00002268,-0.00001007,0.00000000,0.00000000,-0.00000908,-0.00000738,-0.00003127,-0.00000893,-0.00001640,0.00000204,-0.00000099,-0.00002393,-0.00003002,-0.00001916,
-0.00000009,0.00000070,-0.00002226,-0.00000943,0.00000000,0.00000000,-0.00000769,-0.00000715,-0.00003040,-0.00000690,-0.00001583,-0.00002760,0.00000202,-0.00003737,-0.00002881,-0.00001994,
-0.00000083,0.00000022,-0.00002197,-0.00000792,0.00000000,0.00000000,-0.00000723,-0.00000695,-0.00003015,-0.00000609,-0.00001488,-0.00003448,0.00000391,-0.00004119,-0.00002945,-0.00002130,
-0.00000135,0.00000091,-0.00002254,-0.00000592,0.00000000,0.00000000,-0.00000755,-0.00000685,-0.00003059,-0.00000617,-0.00001377,-0.00002406,0.00000418,-0.00003533,-0.00002932,-0.00002253,
-0.00000170,0.00000109,-0.00002374,-0.00000403,0.00000000,0.00000000,-0.00000850,-0.00000760,-0.00003228,-0.00000724,-0.00001253,-0.00001031,0.00000331,-0.00002800,-0.00002514,-0.00002182,
-0.00000150,-0.00000036,-0.00002464,-0.00000358,0.00000000,0.00000000,-0.00000999,-0.00000934,-0.00003447,-0.00000930,-0.00001174,-0.00001001,0.00000260,-0.00002547,-0.00001689,-0.00001877,
-0.00000089,-0.00000205,-0.00002452,-0.00000517,0.00000000,0.00000000,-0.00001172,-0.00001101,-0.00003542,-0.00001140,-0.00001232,-0.00003026,0.00000267,-0.00002627,-0.00000764,-0.00001564,
-0.00000017,-0.00000231,-0.00002341,-0.00000645,0.00000000,0.00000000,-0.00001314,-0.00001170,-0.00003520,-0.00001247,-0.00001400,-0.00005592,0.00000232,-0.00002623,0.00000015,-0.00001456,
0.00000061,-0.00000130,-0.00002214,-0.00000566,0.00000000,0.00000000,-0.00001438,-0.00001113,-0.00003471,-0.00001242,-0.00001524,-0.00006475,0.00000048,-0.00002376,0.00000493,-0.00001474,
0.00000141,-0.00000018,-0.00002157,-0.00000428,0.00000000,0.00000000,-0.00001570,-0.00000971,-0.00003389,-0.00001208,-0.00001492,-0.00004598,-0.00000205,-0.00002195,0.00000536,-0.00001400,
0.00000174,0.00000093,-0.00002138,-0.00000377,0.00000000,0.00000000,-0.00001591,-0.00000887,-0.00003254,-0.00001203,-0.00001368,-0.00000360,-0.00000365,-0.00002636,0.00000236,-0.00001293,
0.00000151,0.00000231,-0.00002101,-0.00000391,0.00000000,0.00000000,-0.00001430,-0.00000969,-0.00003075,-0.00001204,-0.00001260,0.00004388,-0.00000362,-0.00003790,-0.00000187,-0.00001387,
0.00000161,0.00000333,-0.00002070,-0.00000421,0.00000000,0.00000000,-0.00001248,-0.00001144,-0.00002850,-0.00001175,-0.00001178,0.00007296,-0.00000270,-0.00005098,-0.00000628,-0.00001707,
0.00000240,0.00000378,-0.00002045,-0.00000432,0.00000000,0.00000000,-0.00001188,-0.00001235,-0.00002621,-0.00001163,-0.00001157,0.00007241,-0.00000224,-0.00006065,-0.00000955,-0.00002067,
0.00000285,0.00000407,-0.00001997,-0.00000397,0.00000000,0.00000000,-0.00001269,-0.00001157,-0.00002501,-0.00001210,-0.00001258,0.00004962,-0.00000267,-0.00006625,-0.00000990,-0.00002276,
0.00000201,0.00000400,-0.00001985,-0.00000286,0.00000000,0.00000000,-0.00001491,-0.00000996,-0.00002558,-0.00001217,-0.00001423,0.00002260,-0.00000302,-0.00006867,-0.00000837,-0.00002334,
0.00000051,0.00000353,-0.00002066,-0.00000138,0.00000000,0.00000000,-0.00001674,-0.00000904,-0.00002694,-0.00001148,-0.00001558,0.00000421,-0.00000240,-0.00006793,-0.00000788,-0.00002439,
-0.00000006,0.00000373,-0.00002174,-0.00000056,0.00000000,0.00000000,-0.00001602,-0.00000948,-0.00002755,-0.00001127,-0.00001661,-0.00000445,-0.00000128,-0.00006124,-0.00000998,-0.00002723,
0.00000055,0.00000596,-0.00002186,-0.00000082,0.00000000,0.00000000,-0.00001464,-0.00001077,-0.00002778,-0.00001192,-0.00001778,-0.00000638,-0.00000062,-0.00004423,-0.00001393,-0.00003047,
0.00000111,0.00001048,-0.00002094,-0.00000182,0.00000000,0.00000000,-0.00001549,-0.00001175,-0.00002858,-0.00001253,-0.00001880,-0.00000541,-0.00000028,-0.00001396,-0.00001764,-0.00003163,
0.00000081,0.00001566,-0.00002030,-0.00000312,0.00000000,0.00000000,-0.00001775,-0.00001166,-0.00002942,-0.00001259,-0.00001886,-0.00000587,0.00000074,0.00002459,-0.00001942,-0.00003019,
0.00000002,0.00001901,-0.00002084,-0.00000467,0.00000000,0.00000000,-0.00001932,-0.00001116,-0.00002942,-0.00001276,-0.00001803,-0.00000544,0.00000201,0.00004755,-0.00001877,-0.00002710,
-0.00000074,0.00001889,-0.00002205,-0.00000678,0.00000000,0.00000000,-0.00001928,-0.00001137,-0.00002836,-0.00001385,-0.00001710,0.00000671,0.00000227,0.00003128,-0.00001554,-0.00002226,
-0.00000121,0.00001443,-0.00002188,-0.00000805,0.00000000,0.00000000,-0.00001739,-0.00001238,-0.00002720,-0.00001448,-0.00001708,0.00003381,0.00000132,-0.00001029,-0.00001128,-0.00001672,
-0.00000072,0.00000647,-0.00002005,-0.00000704,0.00000000,0.00000000,-0.00001466,-0.00001341,-0.00002684,-0.00001341,-0.00001824,0.00005446,-0.00000057,-0.00004246,-0.00000848,-0.00001335,
0.00000073,-0.00000146,-0.00001918,-0.00000571,0.00000000,0.00000000,-0.00001292,-0.00001386,-0.00002652,-0.00001206,-0.00001937,0.00003752,-0.00000279,-0.00005371,-0.00000710,-0.00001214,
0.00000178,-0.00000612,-0.00001909,-0.00000601,0.00000000,0.00000000,-0.00001224,-0.00001382,-0.00002578,-0.00001155,-0.00001995,-0.00002460,-0.00000423,-0.00005413,-0.00000672,-0.00001202,
0.00000182,-0.00000720,-0.00001803,-0.00000729,0.00000000,0.00000000,-0.00001195,-0.00001387,-0.00002547,-0.00001190,-0.00002057,-0.00009703,-0.00000424,-0.00004833,-0.00000849,-0.00001262,
0.00000187,-0.00000635,-0.00001760,-0.00000875,0.00000000,0.00000000,-0.00001291,-0.00001429,-0.00002570,-0.00001374,-0.00002126,-0.00011732,-0.00000300,-0.00003149,-0.00001149,-0.00001185,
0.00000276,-0.00000558,-0.00001898,-0.00000970,0.00000000,0.00000000,-0.00001605,-0.00001437,-0.00002565,-0.00001607,-0.00002213,-0.00005056,-0.00000171,-0.00000485,-0.00001252,-0.00000982,
0.00000408,-0.00000674,-0.00002064,-0.00000931,0.00000000,0.00000000,-0.00002016,-0.00001374,-0.00002501,-0.00001661,-0.00002281,0.00005376,-0.00000141,0.00001780,-0.00000911,-0.00000904,
0.00000469,-0.00001020,-0.00002151,-0.00000815,0.00000000,0.00000000,-0.00002287,-0.00001349,-0.00002454,-0.00001532,-0.00002154,0.00009713,-0.00000175,0.00002209,-0.00000213,-0.00000936,
0.00000450,-0.00001343,-0.00002244,-0.00000845,0.00000000,0.00000000,-0.00002345,-0.00001432,-0.00002491,-0.00001448,-0.00001858,0.00006344,-0.00000262,0.00001317,0.00000205,-0.00001006,
0.00000484,-0.00001349,-0.00002377,-0.00001125,0.00000000,0.00000000,-0.00002313,-0.00001513,-0.00002559,-0.00001537,-0.00001680,0.00002799,-0.00000418,0.00000644,-0.00000326,-0.00001208,
0.00000648,-0.00001074,-0.00002330,-0.00001428,0.00000000,0.00000000,-0.00002281,-0.00001459,-0.00002525,-0.00001600,-0.00001723,0.00003071,-0.00000506,0.00000004,-0.00001568,-0.00001567,
0.00000839,-0.00000703,-0.00002026,-0.00001477,0.00000000,0.00000000,-0.00002202,-0.00001327,-0.00002366,-0.00001461,-0.00001818,0.00004999,-0.00000420,-0.00001156,-0.00002406,-0.00001969,
0.00000886,-0.00000310,-0.00001752,-0.00001276,0.00000000,0.00000000,-0.00002000,-0.00001309,-0.00002237,-0.00001224,-0.00001774,0.00005871,-0.00000258,-0.00002122,-0.00001990,-0.00002312,
0.00000780,0.00000018,-0.00001706,-0.00001048,0.00000000,0.00000000,-0.00001724,-0.00001410,-0.00002292,-0.00001034,-0.00001546,0.00005182,-0.00000119,-0.00002618,-0.00000720,-0.00002606,
0.00000687,0.00000219,-0.00001803,-0.00000993,0.00000000,0.00000000,-0.00001469,-0.00001463,-0.00002501,-0.00000949,-0.00001257,0.00003638,-0.00000067,-0.00003113,0.00000329,-0.00002903,
0.00000733,0.00000377,-0.00001900,-0.00001111,0.00000000,0.00000000,-0.00001215,-0.00001386,-0.00002690,-0.00000987,-0.00001069,0.00001287,-0.00000174,-0.00003662,0.00000648,-0.00003213,
0.00000849,0.00000550,-0.00001959,-0.00001229,0.00000000,0.00000000,-0.00000951,-0.00001235,-0.00002739,-0.00001043,-0.00001061,-0.00000978,-0.00000340,-0.00003806,0.00000397,-0.00003558,
0.00000876,0.00000698,-0.00001998,-0.00001207,0.00000000,0.00000000,-0.00000907,-0.00001136,-0.00002714,-0.00001001,-0.00001181,-0.00001466,-0.00000367,-0.00003270,-0.00000107,-0.00003804,
0.00000786,0.00000802,-0.00001950,-0.00001055,0.00000000,0.00000000,-0.00001432,-0.00001175,-0.00002777,-0.00000930,-0.00001301,-0.00000535,-0.00000220,-0.00002484,-0.00000656,-0.00003540,
0.00000677,0.00000817,-0.00001812,-0.00000913,0.00000000,0.00000000,-0.00002426,-0.00001282,-0.00002906,-0.00000965,-0.00001323,-0.00000274,0.00000023,-0.00001975,-0.00001115,-0.00002642,
0.00000636,0.00000674,-0.00001727,-0.00000898,0.00000000,0.00000000,-0.00003368,-0.00001335,-0.00002912,-0.00001108,-0.00001264,-0.00001569,0.00000263,-0.00001782,-0.00001269,-0.00001588,
0.00000680,0.00000442,-0.00001775,-0.00000964,0.00000000,0.00000000,-0.00004063,-0.00001348,-0.00002779,-0.00001244,-0.00001231,-0.00002748,0.00000363,-0.00001799,-0.00000948,-0.00000922,
0.00000780,0.00000354,-0.00001918,-0.00000970,0.00000000,0.00000000,-0.00004586,-0.00001400,-0.00002650,-0.00001289,-0.00001294,-0.00002373,0.00000277,-0.00001949,-0.00000391,-0.00000754,
0.00000895,0.00000545,-0.00002082,-0.00000854,0.00000000,0.00000000,-0.00004882,-0.00001474,-0.00002586,-0.00001272,-0.00001403,-0.00001453,0.00000133,-0.00002109,-0.00000107,-0.00000801,
0.00000884,0.00000898,-0.00002172,-0.00000712,0.00000000,0.00000000,-0.00004596,-0.00001487,-0.00002573,-0.00001231,-0.00001539,-0.00001288,0.00000014,-0.00002200,-0.00000384,-0.00001004,
0.00000639,0.00001180,-0.00002096,-0.00000648,0.00000000,0.00000000,-0.00003183,-0.00001409,-0.00002573,-0.00001163,-0.00001729,-0.00001982,-0.00000114,-0.00002255,-0.00001240,-0.00001697,
0.00000458,0.00001035,-0.00001855,-0.00000669,0.00000000,0.00000000,-0.00001252,-0.00001374,-0.00002531,-0.00001130,-0.00001781,-0.00002737,-0.00000163,-0.00002353,-0.00002094,-0.00002706,
0.00000587,0.00000458,-0.00001626,-0.00000741,0.00000000,0.00000000,-0.00000470,-0.00001486,-0.00002526,-0.00001136,-0.00001548,-0.00002754,-0.00000028,-0.00002493,-0.00002246,-0.00003397,
0.00000717,0.00000116,-0.00001597,-0.00000765,0.00000000,0.00000000,-0.00001100,-0.00001605,-0.00002670,-0.00001068,-0.00001314,-0.00002416,0.00000177,-0.00002471,-0.00002077,-0.00003632,
0.00000651,0.00000288,-0.00001730,-0.00000666,0.00000000,0.00000000,-0.00001992,-0.00001606,-0.00002833,-0.00000970,-0.00001322,-0.00002261,0.00000339,-0.00002020,-0.00002073,-0.00003463,
0.00000526,0.00000602,-0.00001853,-0.00000569,0.00000000,0.00000000,-0.00002377,-0.00001560,-0.00002864,-0.00000970,-0.00001467,-0.00001961,0.00000469,-0.00001287,-0.00002005,-0.00002896,
0.00000354,0.00000881,-0.00001874,-0.00000645,0.00000000,0.00000000,-0.00002125,-0.00001559,-0.00002859,-0.00001044,-0.00001603,-0.00001312,0.00000525,-0.00000828,-0.00001874,-0.00002402,
0.00000174,0.00001045,-0.00001798,-0.00000807,0.00000000,0.00000000,-0.00001766,-0.00001607,-0.00002889,-0.00001165,-0.00001624,-0.00000835,0.00000440,-0.00000828,-0.00001968,-0.00002488,
0.00000139,0.00000960,-0.00001697,-0.00000852,0.00000000,0.00000000,-0.00001994,-0.00001654,-0.00002912,-0.00001313,-0.00001529,-0.00001547,0.00000254,-0.00000984,-0.00002293,-0.00002992,
0.00000253,0.00000715,-0.00001645,-0.00000769,0.00000000,0.00000000,-0.00002593,-0.00001649,-0.00002945,-0.00001368,-0.00001492,-0.00004102,0.00000058,-0.00001082,-0.00002618,-0.00003306,
0.00000386,0.00000504,-0.00001641,-0.00000697,0.00000000,0.00000000,-0.00002903,-0.00001568,-0.00003031,-0.00001286,-0.00001527,-0.00007029,-0.00000092,-0.00001194,-0.00002687,-0.00003128,
0.00000424,0.00000433,-0.00001647,-0.00000718,0.00000000,0.00000000,-0.00002729,-0.00001449,-0.00003128,-0.00001159,-0.00001465,-0.00007191,-0.00000158,-0.00001645,-0.00002402,-0.00002763,
0.00000320,0.00000548,-0.00001696,-0.00000764,0.00000000,0.00000000,-0.00002273,-0.00001373,-0.00003121,-0.00001044,-0.00001340,-0.00003172,-0.00000104,-0.00002766,-0.00001949,-0.00002674,
0.00000136,0.00000739,-0.00001797,-0.00000775,0.00000000,0.00000000,-0.00001777,-0.00001363,-0.00003005,-0.00000974,-0.00001273,0.00002813,0.00000019,-0.00004141,-0.00001505,-0.00002892,
0.00000014,0.00000780,-0.00001896,-0.00000773,0.00000000,0.00000000,-0.00001368,-0.00001374,-0.00002922,-0.00000990,-0.00001258,0.00006652,0.00000076,-0.00004672,-0.00000989,-0.00003007,
0.00000062,0.00000634,-0.00002004,-0.00000695,0.00000000,0.00000000,-0.00001093,-0.00001377,-0.00002933,-0.00001023,-0.00001305,0.00005927,-0.00000009,-0.00003902,-0.00000322,-0.00002778,
0.00000242,0.00000505,-0.00002115,-0.00000525,0.00000000,0.00000000,-0.00001000,-0.00001383,-0.00002977,-0.00000964,-0.00001368,0.00002351,-0.00000110,-0.00002678,0.00000488,-0.00002351,
0.00000392,0.00000614,-0.00002128,-0.00000436,0.00000000,0.00000000,-0.00001066,-0.00001377,-0.00003034,-0.00000817,-0.00001276,0.00000076,-0.00000006,-0.00002175,0.00001516,-0.00001898,
0.00000407,0.00000980,-0.00002035,-0.00000497,0.00000000,0.00000000,-0.00001088,-0.00001293,-0.00003166,-0.00000691,-0.00001077,0.00000759,0.00000212,-0.00002349,0.00002745,-0.00001367,
0.00000339,0.00001395,-0.00001960,-0.00000596,0.00000000,0.00000000,-0.00000814,-0.00001121,-0.00003373,-0.00000667,-0.00001003,0.00002774,0.00000238,-0.00002284,0.00003720,-0.00000800,
0.00000304,0.00001614,-0.00001978,-0.00000679,0.00000000,0.00000000,-0.00000219,-0.00001000,-0.00003498,-0.00000705,-0.00001090,0.00004383,0.00000061,-0.00001790,0.00003637,-0.00000604,
0.00000338,0.00001539,-0.00002096,-0.00000704,0.00000000,0.00000000,0.00000497,-0.00001005,-0.00003455,-0.00000734,-0.00001194,0.00003703,-0.00000091,-0.00001371,0.00002054,-0.00000936,
0.00000333,0.00001261,-0.00002270,-0.00000636,0.00000000,0.00000000,0.00001226,-0.00001033,-0.00003366,-0.00000749,-0.00001238,-0.00000241,-0.00000117,-0.00001401,-0.00000673,-0.00001429,
0.00000155,0.00001010,-0.00002381,-0.00000604,0.00000000,0.00000000,0.00002146,-0.00001024,-0.00003366,-0.00000759,-0.00001263,-0.00004528,-0.00000119,-0.00001861,-0.00003616,-0.00001833,
-0.00000096,0.00000963,-0.00002320,-0.00000687,0.00000000,0.00000000,0.00003266,-0.00000998,-0.00003481,-0.00000777,-0.00001266,-0.00006294,-0.00000169,-0.00002088,-0.00005573,-0.00002212,
-0.00000164,0.00001076,-0.00002118,-0.00000747,0.00000000,0.00000000,0.00004159,-0.00000971,-0.00003651,-0.00000820,-0.00001163,-0.00006743,-0.00000181,-0.00001424,-0.00005897,-0.00002625,
-0.00000006,0.00001236,-0.00001929,-0.00000751,0.00000000,0.00000000,0.00004101,-0.00000954,-0.00003748,-0.00000868,-0.00000994,-0.00007405,-0.00000163,-0.00000275,-0.00005298,-0.00003027,
0.00000240,0.00001414,-0.00001824,-0.00000805,0.00000000,0.00000000,0.00002337,-0.00000955,-0.00003696,-0.00000890,-0.00000859,-0.00008807,-0.00000241,0.00000435,-0.00004689,-0.00003298,
0.00000385,0.00001473,-0.00001733,-0.00000878,0.00000000,0.00000000,-0.00000527,-0.00000967,-0.00003565,-0.00000904,-0.00000804,-0.00011555,-0.00000395,-0.00000062,-0.00004128,-0.00003122,
0.00000284,0.00001291,-0.00001684,-0.00000883,0.00000000,0.00000000,-0.00002704,-0.00001010,-0.00003459,-0.00000934,-0.00000867,-0.00013973,-0.00000551,-0.00001529,-0.00003555,-0.00002490,
0.00000114,0.00001008,-0.00001753,-0.00000835,0.00000000,0.00000000,-0.00003784,-0.00001075,-0.00003380,-0.00000988,-0.00000963,-0.00013172,-0.00000724,-0.00002414,-0.00003008,-0.00002047,
0.00000102,0.00000696,-0.00001879,-0.00000740,0.00000000,0.00000000,-0.00004424,-0.00001056,-0.00003277,-0.00001068,-0.00000949,-0.00008896,-0.00000852,-0.00002356,-0.00002519,-0.00002062,
0.00000145,0.00000353,-0.00001969,-0.00000627,0.00000000,0.00000000,-0.00004625,-0.00000924,-0.00003046,-0.00001170,-0.00000842,-0.00003818,-0.00000790,-0.00002373,-0.00002260,-0.00002215,
0.00000096,0.00000165,-0.00002034,-0.00000595,0.00000000,0.00000000,-0.00004197,-0.00000816,-0.00002582,-0.00001252,-0.00000741,-0.00000488,-0.00000515,-0.00002465,-0.00002172,-0.00002486,
0.00000023,0.00000152,-0.00002182,-0.00000621,0.00000000,0.00000000,-0.00003171,-0.00000802,-0.00001992,-0.00001208,-0.00000710,0.00002051,-0.00000195,-0.00002135,-0.00002068,-0.00003006,
0.00000056,0.00000167,-0.00002444,-0.00000590,0.00000000,0.00000000,-0.00001873,-0.00000844,-0.00001557,-0.00001022,-0.00000759,0.00005618,0.00000000,-0.00001406,-0.00001983,-0.00003173,
0.00000213,0.00000262,-0.00002640,-0.00000507,0.00000000,0.00000000,-0.00001060,-0.00000912,-0.00001408,-0.00000847,-0.00000834,0.00009145,0.00000051,-0.00000455,-0.00002030,-0.00001940,
0.00000415,0.00000449,-0.00002618,-0.00000448,0.00000000,0.00000000,-0.00001064,-0.00000916,-0.00001423,-0.00000729,-0.00000899,0.00012307,-0.00000033,0.00000314,-0.00002222,0.00000273,
0.00000564,0.00000549,-0.00002437,-0.00000468,0.00000000,0.00000000,-0.00001246,-0.00000815,-0.00001385,-0.00000635,-0.00000991,0.00015363,-0.00000245,0.00000403,-0.00002400,0.00001757,
0.00000626,0.00000497,-0.00002240,-0.00000567,0.00000000,0.00000000,-0.00000797,-0.00000784,-0.00001193,-0.00000719,-0.00001147,0.00015103,-0.00000451,-0.00000100,-0.00002288,0.00001995,
0.00000595,0.00000397,-0.00002130,-0.00000663,0.00000000,0.00000000,0.00000136,-0.00000935,-0.00000989,-0.00000990,-0.00001300,0.00010699,-0.00000549,-0.00000778,-0.00001842,0.00001817,
0.00000477,0.00000341,-0.00002112,-0.00000672,0.00000000,0.00000000,0.00000633,-0.00001125,-0.00001013,-0.00001178,-0.00001328,0.00006535,-0.00000581,-0.00001506,-0.00001354,0.00001685,
0.00000409,0.00000327,-0.00002104,-0.00000662,0.00000000,0.00000000,0.00000419,-0.00001238,-0.00001286,-0.00001229,-0.00001232,0.00004451,-0.00000536,-0.00002294,-0.00001092,0.00001093,
0.00000492,0.00000309,-0.00002030,-0.00000757,0.00000000,0.00000000,-0.00000022,-0.00001260,-0.00001611,-0.00001275,-0.00001162,0.00003148,-0.00000392,-0.00002982,-0.00001090,-0.00000317,
0.00000598,0.00000282,-0.00001906,-0.00000928,0.00000000,0.00000000,-0.00000380,-0.00001181,-0.00001866,-0.00001313,-0.00001234,0.00002394,-0.00000235,-0.00003307,-0.00001233,-0.00001894,
0.00000623,0.00000293,-0.00001814,-0.00001003,0.00000000,0.00000000,-0.00000571,-0.00001078,-0.00002099,-0.00001326,-0.00001391,0.00001916,-0.00000117,-0.00003129,-0.00001390,-0.00002873,
0.00000630,0.00000378,-0.00001790,-0.00000878,0.00000000,0.00000000,-0.00000578,-0.00001055,-0.00002347,-0.00001361,-0.00001475,0.00000545,0.00000011,-0.00002521,-0.00001519,-0.00002983,
0.00000665,0.00000507,-0.00001761,-0.00000677,0.00000000,0.00000000,-0.00000525,-0.00001084,-0.00002532,-0.00001407,-0.00001435,-0.00002430,0.00000195,-0.00001694,-0.00001668,-0.00002298,
0.00000696,0.00000592,-0.00001719,-0.00000597,0.00000000,0.00000000,-0.00000455,-0.00001076,-0.00002654,-0.00001410,-0.00001375,-0.00005831,0.00000364,-0.00000951,-0.00001817,-0.00001413,
0.00000682,0.00000560,-0.00001768,-0.00000714,0.00000000,0.00000000,-0.00000287,-0.00000998,-0.00002838,-0.00001362,-0.00001418,-0.00007220,0.00000386,-0.00000655,-0.00001851,-0.00001061,
0.00000641,0.00000435,-0.00001909,-0.00000973,0.00000000,0.00000000,-0.00000116,-0.00000873,-0.00003086,-0.00001332,-0.00001550,-0.00005874,0.00000265,-0.00001045,-0.00001743,-0.00001314,
0.00000607,0.00000329,-0.00002017,-0.00001191,0.00000000,0.00000000,-0.00000186,-0.00000787,-0.00003269,-0.00001319,-0.00001672,-0.00003379,0.00000126,-0.00002017,-0.00001568,-0.00001917,
0.00000575,0.00000322,-0.00002017,-0.00001192,0.00000000,0.00000000,-0.00000540,-0.00000823,-0.00003314,-0.00001224,-0.00001724,-0.00001452,0.00000044,-0.00003117,-0.00001396,-0.00002744,
0.00000570,0.00000404,-0.00001900,-0.00001067,0.00000000,0.00000000,-0.00000980,-0.00000944,-0.00003290,-0.00001063,-0.00001697,0.00000144,0.00000008,-0.00003757,-0.00001287,-0.00003665,
0.00000591,0.00000540,-0.00001707,-0.00000995,0.00000000,0.00000000,-0.00001423,-0.00001073,-0.00003315,-0.00000941,-0.00001584,0.00001986,-0.00000011,-0.00003429,-0.00001207,-0.00004548,
0.00000490,0.00000629,-0.00001666,-0.00000961,0.00000000,0.00000000,-0.00001814,-0.00001160,-0.00003372,-0.00000934,-0.00001449,0.00001088,-0.00000017,-0.00002115,-0.00001006,-0.00004693,
0.00000210,0.00000587,-0.00001865,-0.00000909,0.00000000,0.00000000,-0.00001953,-0.00001187,-0.00003389,-0.00001050,-0.00001359,-0.00003937,0.00000009,-0.00000882,-0.00000714,-0.00003622,
-0.00000034,0.00000523,-0.00001990,-0.00000829,0.00000000,0.00000000,-0.00001778,-0.00001207,-0.00003366,-0.00001166,-0.00001285,-0.00007899,0.00000050,-0.00001015,-0.00000487,-0.00002469,
-0.00000094,0.00000540,-0.00001940,-0.00000713,0.00000000,0.00000000,-0.00001223,-0.00001190,-0.00003317,-0.00001222,-0.00001248,-0.00007273,0.00000066,-0.00002251,-0.00000252,-0.00002084,
-0.00000066,0.00000559,-0.00001934,-0.00000613,0.00000000,0.00000000,-0.00000398,-0.00001090,-0.00003225,-0.00001276,-0.00001319,-0.00003968,0.00000101,-0.00003315,0.00000013,-0.00001750,
-0.00000093,0.00000533,-0.00001980,-0.00000575,0.00000000,0.00000000,0.00000054,-0.00001038,-0.00003120,-0.00001299,-0.00001458,0.00000175,0.00000226,-0.00003560,0.00000018,-0.00000978,
-0.00000169,0.00000524,-0.00001972,-0.00000548,0.00000000,0.00000000,-0.00000209,-0.00001101,-0.00003092,-0.00001231,-0.00001595,0.00004414,0.00000348,-0.00003231,-0.00000401,-0.00000345,
-0.00000212,0.00000541,-0.00001905,-0.00000491,0.00000000,0.00000000,-0.00000860,-0.00001167,-0.00003147,-0.00001139,-0.00001679,0.00007379,0.00000343,-0.00002909,-0.00001044,-0.00000422,
-0.00000194,0.00000482,-0.00001804,-0.00000459,0.00000000,0.00000000,-0.00001565,-0.00001165,-0.00003149,-0.00001137,-0.00001631,0.00007843,0.00000270,-0.00002800,-0.00001584,-0.00000968,
-0.00000125,0.00000331,-0.00001723,-0.00000500,0.00000000,0.00000000,-0.00002165,-0.00001132,-0.00003060,-0.00001244,-0.00001511,0.00006100,0.00000146,-0.00002399,-0.00001832,-0.00001273,
-0.00000014,0.00000215,-0.00001738,-0.00000573,0.00000000,0.00000000,-0.00002534,-0.00001146,-0.00003012,-0.00001376,-0.00001483,0.00003428,-0.00000094,-0.00001351,-0.00001838,-0.00001065,
0.00000116,0.00000229,-0.00001854,-0.00000618,0.00000000,0.00000000,-0.00002653,-0.00001247,-0.00003080,-0.00001450,-0.00001564,0.00000777,-0.00000373,-0.00000350,-0.00001793,-0.00001004,
