TestData_WithEMG_EMG.csv
time,Sensor_1_IM_EMG1,Sensor_2_IM_EMG2,Sensor_3_IM_EMG3,Sensor_4_IM_EMG4,Sensor_5_IM_EMG5,Sensor_6_IM_EMG6,Sensor_7_IM_EMG7,Sensor_8_IM_EMG8,Sensor_9_IM_EMG9,Sensor_10_IM_EMG10,Sensor_11_IM_EMG11,Sensor_12_IM_EMG12,Sensor_13_IM_EMG13,Sensor_14_IM_EMG14,Sensor_15_IM_EMG15,Sensor_16_IM_EMG16,
1.71850000,0.00000734,-0.00000067,-0.00000795,-0.00000986,0.00000000,0.00000000,-0.00002808,-0.00001441,-0.00004323,-0.00001063,-0.00002532,-0.00000712,-0.00000359,0.00003265,-0.00008779,-0.00002845,
1.71900000,0.00000581,0.00000162,-0.00000619,-0.00000763,0.00000000,0.00000000,-0.00003005,-0.00001482,-0.00004687,-0.00001048,-0.00002421,-0.00002647,-0.00000250,0.00001147,-0.00006362,-0.00002475,
1.71950000,0.00000267,0.00000479,-0.00000672,-0.00000616,0.00000000,0.00000000,-0.00003305,-0.00001524,-0.00005003,-0.00001170,-0.00002169,-0.00003554,-0.00000140,-0.00002913,-0.00004711,-0.00002210,
1.72000000,-0.00000076,0.00000713,-0.00001161,-0.00000598,0.00000000,0.00000000,-0.00003450,-0.00001449,-0.00005080,-0.00001324,-0.00001854,-0.00002718,0.00000012,-0.00008149,-0.00003822,-0.00002018,
1.72050000,-0.00000426,0.00000746,-0.00001866,-0.00000671,0.00000000,0.00000000,-0.00003389,-0.00001292,-0.00004854,-0.00001438,-0.00001595,-0.00000844,0.00000207,-0.00012544,-0.00003177,-0.00001858,
1.72100000,-0.00000843,0.00000627,-0.00002353,-0.00000804,0.00000000,0.00000000,-0.00003295,-0.00001225,-0.00004405,-0.00001494,-0.00001521,0.00000599,0.00000320,-0.00013585,-0.00001841,-0.00001781,
1.72150000,-0.00001419,0.00000523,-0.00002337,-0.00000934,0.00000000,0.00000000,-0.00003220,-0.00001326,-0.00003946,-0.00001416,-0.00001602,0.00001044,0.00000282,-0.00010733,0.00000396,-0.00001907,
1.72200000,-0.00001976,0.00000499,-0.00001822,-0.00001017,0.00000000,0.00000000,-0.00003197,-0.00001486,-0.00003700,-0.00001260,-0.00001672,0.00001001,0.00000197,-0.00006665,0.00003036,-0.00002242,
1.72250000,-0.00002064,0.00000476,-0.00001009,-0.00001065,0.00000000,0.00000000,-0.00003310,-0.00001553,-0.00003551,-0.00001226,-0.00001636,0.00001016,0.00000172,-0.00004969,0.00005330,-0.00002588,
1.72300000,-0.00001517,0.00000428,-0.00000159,-0.00001068,0.00000000,0.00000000,-0.00003417,-0.00001514,-0.00002892,-0.00001286,-0.00001576,0.00001119,0.00000099,-0.00006459,0.00006303,-0.00002692,
1.72350000,-0.00000635,0.00000387,0.00000391,-0.00001041,0.00000000,0.00000000,-0.00003323,-0.00001475,-0.00001372,-0.00001273,-0.00001615,0.00001074,-0.00000091,-0.00008758,0.00005398,-0.00002549,
1.72400000,0.00000220,0.00000303,0.00000360,-0.00001054,0.00000000,0.00000000,-0.00003108,-0.00001485,0.00000442,-0.00001199,-0.00001746,0.00000811,-0.00000168,-0.00008989,0.00002979,-0.00002449,
1.72450000,0.00000900,0.00000156,-0.00000115,-0.00001097,0.00000000,0.00000000,-0.00002955,-0.00001482,0.00001491,-0.00001179,-0.00001865,0.00000454,0.00000020,-0.00006623,0.00000036,-0.00002536,
1.72500000,0.00001393,0.00000057,-0.00000733,-0.00001086,0.00000000,0.00000000,-0.00002953,-0.00001413,0.00001149,-0.00001293,-0.00001866,-0.00000047,0.00000347,-0.00003662,-0.00002455,-0.00002637,
1.72550000,0.00001698,0.00000127,-0.00001546,-0.00001031,0.00000000,0.00000000,-0.00003093,-0.00001357,-0.00000210,-0.00001532,-0.00001714,-0.00001065,0.00000621,-0.00001963,-0.00004046,-0.00002583,
1.72600000,0.00001832,0.00000340,-0.00002503,-0.00001030,0.00000000,0.00000000,-0.00003314,-0.00001378,-0.00001492,-0.00001701,-0.00001522,-0.00002473,0.00000686,-0.00001458,-0.00003885,-0.00002356,
1.72650000,0.00001766,0.00000540,-0.00003208,-0.00001140,0.00000000,0.00000000,-0.00003574,-0.00001408,-0.00001976,-0.00001594,-0.00001466,-0.00003330,0.00000415,-0.00001289,-0.00000927,-0.00002011,
1.72700000,0.00001413,0.00000637,-0.00003570,-0.00001294,0.00000000,0.00000000,-0.00003857,-0.00001381,-0.00002024,-0.00001351,-0.00001580,-0.00003039,-0.00000188,-0.00001578,0.00003675,-0.00001611,
1.72750000,0.00000888,0.00000670,-0.00003757,-0.00001362,0.00000000,0.00000000,-0.00004110,-0.00001317,-0.00002227,-0.00001235,-0.00001728,-0.00001932,-0.00000799,-0.00002107,0.00006779,-0.00001266,
1.72800000,0.00000496,0.00000698,-0.00003790,-0.00001306,0.00000000,0.00000000,-0.00004250,-0.00001270,-0.00002503,-0.00001259,-0.00001779,-0.00000762,-0.00000997,-0.00001633,0.00006715,-0.00001105,
1.72850000,0.00000355,0.00000763,-0.00003633,-0.00001215,0.00000000,0.00000000,-0.00004301,-0.00001236,-0.00002677,-0.00001280,-0.00001688,0.00000037,-0.00000824,0.00000048,0.00004966,-0.00001188,
1.72900000,0.00000373,0.00000871,-0.00003337,-0.00001184,0.00000000,0.00000000,-0.00004327,-0.00001150,-0.00002869,-0.00001183,-0.00001510,0.00000514,-0.00000575,0.00002203,0.00003301,-0.00001544,
1.72950000,0.00000478,0.00000910,-0.00003172,-0.00001238,0.00000000,0.00000000,-0.00004268,-0.00001037,-0.00003011,-0.00000986,-0.00001491,0.00000501,-0.00000397,0.00003264,0.00001953,-0.00002027,
1.73000000,0.00000558,0.00000798,-0.00003245,-0.00001326,0.00000000,0.00000000,-0.00004163,-0.00001023,-0.00002983,-0.00000854,-0.00001699,-0.00000080,-0.00000362,0.00002096,0.00001258,-0.00002409,
1.73050000,0.00000496,0.00000673,-0.00003150,-0.00001357,0.00000000,0.00000000,-0.00004199,-0.00001154,-0.00002935,-0.00000895,-0.00001746,-0.00000532,-0.00000362,0.00000616,0.00001225,-0.00002707,
1.73100000,0.00000379,0.00000661,-0.00002732,-0.00001309,0.00000000,0.00000000,-0.00004303,-0.00001358,-0.00002917,-0.00001054,-0.00001461,-0.00000481,-0.00000238,0.00000355,0.00001247,-0.00002848,
1.73150000,0.00000405,0.00000702,-0.00002331,-0.00001266,0.00000000,0.00000000,-0.00004241,-0.00001514,-0.00002773,-0.00001218,-0.00001208,-0.00000306,-0.00000094,0.00000292,0.00001387,-0.00002613,
1.73200000,0.00000629,0.00000726,-0.00002141,-0.00001259,0.00000000,0.00000000,-0.00004038,-0.00001514,-0.00002512,-0.00001304,-0.00001261,-0.00000179,-0.00000081,-0.00000035,0.00001659,-0.00002074,
1.73250000,0.00000886,0.00000725,-0.00002132,-0.00001212,0.00000000,0.00000000,-0.00003923,-0.00001379,-0.00002306,-0.00001299,-0.00001406,-0.00000036,-0.00000176,-0.00000443,0.00001645,-0.00001486,
1.73300000,0.00001005,0.00000707,-0.00002164,-0.00001076,0.00000000,0.00000000,-0.00004023,-0.00001271,-0.00002287,-0.00001256,-0.00001338,0.00000093,-0.00000261,-0.00001129,0.00001338,-0.00001065,
1.73350000,0.00001017,0.00000681,-0.00001962,-0.00000942,0.00000000,0.00000000,-0.00004228,-0.00001303,-0.00002494,-0.00001224,-0.00001109,0.00000242,-0.00000228,-0.00001893,0.00001031,-0.00000999,
1.73400000,0.00000988,0.00000630,-0.00001466,-0.00000909,0.00000000,0.00000000,-0.00004357,-0.00001368,-0.00002841,-0.00001225,-0.00000956,0.00000474,-0.00000069,-0.00002319,0.00000704,-0.00001290,
1.73450000,0.00000861,0.00000527,-0.00000924,-0.00000961,0.00000000,0.00000000,-0.00004361,-0.00001301,-0.00003146,-0.00001265,-0.00000941,0.00000719,0.00000111,-0.00002317,0.00000093,-0.00001662,
1.73500000,0.00000578,0.00000414,-0.00000519,-0.00000980,0.00000000,0.00000000,-0.00004324,-0.00001146,-0.00003284,-0.00001339,-0.00000896,0.00000834,0.00000216,-0.00001930,-0.00000778,-0.00001798,
1.73550000,0.00000185,0.00000423,-0.00000315,-0.00000890,0.00000000,0.00000000,-0.00004337,-0.00001070,-0.00003271,-0.00001392,-0.00000725,0.00000698,0.00000234,-0.00001417,-0.00001235,-0.00001703,
1.73600000,-0.00000173,0.00000600,-0.00000348,-0.00000721,0.00000000,0.00000000,-0.00004373,-0.00001109,-0.00003227,-0.00001354,-0.00000588,0.00000290,0.00000210,-0.00001232,-0.00000295,-0.00001621,
1.73650000,-0.00000340,0.00000750,-0.00000524,-0.00000525,0.00000000,0.00000000,-0.00004320,-0.00001148,-0.00003282,-0.00001226,-0.00000643,-0.00000215,0.00000212,-0.00001466,0.00002148,-0.00001547,
1.73700000,-0.00000291,0.00000733,-0.00000680,-0.00000375,0.00000000,0.00000000,-0.00004063,-0.00001104,-0.00003398,-0.00001077,-0.00000795,-0.00000560,0.00000283,-0.00001882,0.00004502,-0.00001337,
1.73750000,-0.00000136,0.00000705,-0.00000778,-0.00000391,0.00000000,0.00000000,-0.00003531,-0.00001047,-0.00003361,-0.00000954,-0.00000818,-0.00000628,0.00000382,-0.00002309,0.00004222,-0.00001068,
1.73800000,0.00000049,0.00000724,-0.00000876,-0.00000591,0.00000000,0.00000000,-0.00002812,-0.00001060,-0.00003101,-0.00000896,-0.00000687,-0.00000475,0.00000385,-0.00002551,-0.00000000,-0.00000858,
1.73850000,0.00000236,0.00000704,-0.00000966,-0.00000832,0.00000000,0.00000000,-0.00002157,-0.00001116,-0.00002803,-0.00000914,-0.00000633,-0.00000209,0.00000211,-0.00002415,-0.00006854,-0.00000777,
1.73900000,0.00000364,0.00000757,-0.00000983,-0.00000961,0.00000000,0.00000000,-0.00001747,-0.00001145,-0.00002636,-0.00000953,-0.00000817,0.00000082,-0.00000052,-0.00001969,-0.00013227,-0.00000913,
1.73950000,0.00000443,0.00000942,-0.00000983,-0.00000946,0.00000000,0.00000000,-0.00001514,-0.00001101,-0.00002637,-0.00000977,-0.00001073,0.00000332,-0.00000247,-0.00001458,-0.00015758,-0.00001163,
1.74000000,0.00000535,0.00001061,-0.00001118,-0.00000864,0.00000000,0.00000000,-0.00001263,-0.00000999,-0.00002772,-0.00001027,-0.00001126,0.00000466,-0.00000296,-0.00001102,-0.00012849,-0.00001269,
1.74050000,0.00000570,0.00000996,-0.00001382,-0.00000786,0.00000000,0.00000000,-0.00000881,-0.00000928,-0.00002960,-0.00001133,-0.00001034,0.00000423,-0.00000235,-0.00001023,-0.00006445,-0.00001221,
1.74100000,0.00000467,0.00000852,-0.00001633,-0.00000717,0.00000000,0.00000000,-0.00000359,-0.00000953,-0.00003075,-0.00001256,-0.00001021,0.00000230,-0.00000153,-0.00001153,-0.00000248,-0.00001213,
1.74150000,0.00000304,0.00000782,-0.00001784,-0.00000630,0.00000000,0.00000000,0.00000216,-0.00001039,-0.00003039,-0.00001329,-0.00001079,0.00000008,-0.00000101,-0.00001287,0.00003739,-0.00001327,
1.74200000,0.00000200,0.00000783,-0.00001954,-0.00000559,0.00000000,0.00000000,0.00000687,-0.00001118,-0.00002970,-0.00001346,-0.00001008,-0.00000140,-0.00000083,-0.00001342,0.00005103,-0.00001494,
1.74250000,0.00000151,0.00000750,-0.00002408,-0.00000564,0.00000000,0.00000000,0.00001087,-0.00001179,-0.00003004,-0.00001339,-0.00000645,-0.00000231,-0.00000066,-0.00001403,0.00003404,-0.00001634,
1.74300000,0.00000049,0.00000698,-0.00002996,-0.00000630,0.00000000,0.00000000,0.00001460,-0.00001216,-0.00003051,-0.00001297,-0.00000223,-0.00000296,-0.00000018,-0.00001514,-0.00000891,-0.00001665,
1.74350000,-0.00000079,0.00000696,-0.00003188,-0.00000676,0.00000000,0.00000000,0.00001716,-0.00001187,-0.00003048,-0.00001265,-0.00000078,-0.00000254,0.00000011,-0.00001596,-0.00005223,-0.00001579,
1.74400000,-0.00000089,0.00000692,-0.00002904,-0.00000626,0.00000000,0.00000000,0.00001935,-0.00001127,-0.00003113,-0.00001314,-0.00000090,-0.00000074,-0.00000097,-0.00001621,-0.00007865,-0.00001548,
1.74450000,0.00000013,0.00000588,-0.00002452,-0.00000477,0.00000000,0.00000000,0.00002079,-0.00001141,-0.00003235,-0.00001354,-0.00000153,0.00000068,-0.00000356,-0.00001715,-0.00010235,-0.00001636,
1.74500000,0.00000122,0.00000401,-0.00002024,-0.00000350,0.00000000,0.00000000,0.00002000,-0.00001206,-0.00003266,-0.00001300,-0.00000372,0.00000033,-0.00000556,-0.00001925,-0.00012680,-0.00001708,
1.74550000,0.00000235,0.00000276,-0.00001748,-0.00000366,0.00000000,0.00000000,0.00001927,-0.00001187,-0.00003168,-0.00001255,-0.00000603,-0.00000115,-0.00000446,-0.00002098,-0.00012835,-0.00001737,
1.74600000,0.00000395,0.00000343,-0.00001659,-0.00000417,0.00000000,0.00000000,0.00002068,-0.00001084,-0.00003014,-0.00001292,-0.00000643,-0.00000225,-0.00000077,-0.00002117,-0.00010446,-0.00001801,
1.74650000,0.00000586,0.00000540,-0.00001687,-0.00000362,0.00000000,0.00000000,0.00002299,-0.00001021,-0.00002859,-0.00001348,-0.00000494,-0.00000221,0.00000241,-0.00002028,-0.00007641,-0.00001945,
1.74700000,0.00000730,0.00000645,-0.00001839,-0.00000305,0.00000000,0.00000000,0.00002540,-0.00001043,-0.00002681,-0.00001356,-0.00000226,-0.00000169,0.00000344,-0.00001941,-0.00004858,-0.00002150,
1.74750000,0.00000780,0.00000560,-0.00002022,-0.00000383,0.00000000,0.00000000,0.00002872,-0.00001073,-0.00002496,-0.00001346,0.00000039,-0.00000148,0.00000369,-0.00001906,-0.00000537,-0.00002299,
1.74800000,0.00000738,0.00000385,-0.00001995,-0.00000566,0.00000000,0.00000000,0.00003388,-0.00001044,-0.00002412,-0.00001354,0.00000135,-0.00000151,0.00000494,-0.00001880,0.00005179,-0.00002310,
1.74850000,0.00000604,0.00000193,-0.00001711,-0.00000777,0.00000000,0.00000000,0.00004081,-0.00001015,-0.00002477,-0.00001302,0.00000023,-0.00000149,0.00000645,-0.00001819,0.00008481,-0.00002324,
1.74900000,0.00000409,0.00000034,-0.00001426,-0.00000931,0.00000000,0.00000000,0.00004839,-0.00001057,-0.00002581,-0.00001181,-0.00000167,-0.00000134,0.00000645,-0.00001791,0.00006423,-0.00002456,
1.74950000,0.00000224,-0.00000019,-0.00001395,-0.00000940,0.00000000,0.00000000,0.00005510,-0.00001116,-0.00002574,-0.00001127,-0.00000268,-0.00000103,0.00000490,-0.00001898,0.00000947,-0.00002587,
1.75000000,0.00000070,0.00000010,-0.00001549,-0.00000784,0.00000000,0.00000000,0.00005970,-0.00001099,-0.00002445,-0.00001139,-0.00000237,-0.00000086,0.00000312,-0.00002066,-0.00003478,-0.00002598,
1.75050000,-0.00000083,0.00000049,-0.00001656,-0.00000544,0.00000000,0.00000000,0.00006179,-0.00001013,-0.00002310,-0.00001112,-0.00000145,-0.00000094,0.00000197,-0.00002183,-0.00003756,-0.00002516,
1.75100000,-0.00000260,0.00000092,-0.00001648,-0.00000362,0.00000000,0.00000000,0.00006187,-0.00000955,-0.00002255,-0.00001033,-0.00000083,-0.00000102,0.00000071,-0.00002303,-0.00000243,-0.00002428,
1.75150000,-0.00000425,0.00000146,-0.00001593,-0.00000369,0.00000000,0.00000000,0.00006111,-0.00000920,-0.00002307,-0.00000897,-0.00000079,-0.00000119,-0.00000166,-0.00002424,0.00004202,-0.00002398,
1.75200000,-0.00000464,0.00000197,-0.00001558,-0.00000558,0.00000000,0.00000000,0.00006051,-0.00000831,-0.00002442,-0.00000733,-0.00000088,-0.00000158,-0.00000475,-0.00002426,0.00006264,-0.00002434,
1.75250000,-0.00000256,0.00000264,-0.00001592,-0.00000727,0.00000000,0.00000000,0.00005979,-0.00000736,-0.00002588,-0.00000699,-0.00000059,-0.00000129,-0.00000733,-0.00002297,0.00003969,-0.00002498,
1.75300000,0.00000139,0.00000353,-0.00001697,-0.00000710,0.00000000,0.00000000,0.00005882,-0.00000730,-0.00002601,-0.00000844,-0.00000006,0.00000037,-0.00000892,-0.00002075,-0.00000477,-0.00002550,
1.75350000,0.00000477,0.00000419,-0.00001815,-0.00000588,0.00000000,0.00000000,0.00005769,-0.00000817,-0.00002397,-0.00001021,0.00000002,0.00000225,-0.00001018,-0.00001824,-0.00002501,-0.00002565,
1.75400000,0.00000575,0.00000436,-0.00001859,-0.00000583,0.00000000,0.00000000,0.00005441,-0.00000932,-0.00002171,-0.00001131,-0.00000072,0.00000215,-0.00001151,-0.00001752,-0.00001274,-0.00002516,
1.75450000,0.00000506,0.00000441,-0.00001788,-0.00000788,0.00000000,0.00000000,0.00004773,-0.00000961,-0.00002171,-0.00001157,-0.00000186,0.00000017,-0.00001189,-0.00001918,0.00000478,-0.00002430,
1.75500000,0.00000482,0.00000482,-0.00001663,-0.00001060,0.00000000,0.00000000,0.00004042,-0.00000838,-0.00002366,-0.00001090,-0.00000264,-0.00000100,-0.00001008,-0.00002073,0.00000965,-0.00002383,
1.75550000,0.00000551,0.00000486,-0.00001591,-0.00001210,0.00000000,0.00000000,0.00003415,-0.00000676,-0.00002536,-0.00000987,-0.00000199,-0.00000070,-0.00000728,-0.00002092,0.00000186,-0.00002357,
1.75600000,0.00000640,0.00000351,-0.00001612,-0.00001213,0.00000000,0.00000000,0.00002554,-0.00000597,-0.00002552,-0.00000920,0.00000089,-0.00000062,-0.00000549,-0.00002055,-0.00001362,-0.00002248,
1.75650000,0.00000730,0.00000211,-0.00001644,-0.00001203,0.00000000,0.00000000,0.00001424,-0.00000577,-0.00002459,-0.00000918,0.00000345,-0.00000118,-0.00000533,-0.00001985,-0.00002668,-0.00002077,
1.75700000,0.00000741,0.00000254,-0.00001600,-0.00001267,0.00000000,0.00000000,0.00000432,-0.00000603,-0.00002359,-0.00000955,0.00000258,-0.00000169,-0.00000645,-0.00001904,-0.00002995,-0.00001921,
1.75750000,0.00000618,0.00000396,-0.00001511,-0.00001323,0.00000000,0.00000000,-0.00000483,-0.00000671,-0.00002330,-0.00000946,0.00000028,-0.00000172,-0.00000720,-0.00001855,-0.00003304,-0.00001741,
1.75800000,0.00000507,0.00000509,-0.00001450,-0.00001274,0.00000000,0.00000000,-0.00001405,-0.00000714,-0.00002398,-0.00000899,-0.00000031,-0.00000143,-0.00000652,-0.00001804,-0.00004172,-0.00001535,
1.75850000,0.00000490,0.00000597,-0.00001435,-0.00001186,0.00000000,0.00000000,-0.00002063,-0.00000698,-0.00002536,-0.00000904,0.00000006,-0.00000139,-0.00000544,-0.00001729,-0.00004712,-0.00001424,
1.75900000,0.00000461,0.00000635,-0.00001446,-0.00001211,0.00000000,0.00000000,-0.00002543,-0.00000651,-0.00002689,-0.00000953,-0.00000042,-0.00000188,-0.00000443,-0.00001682,-0.00004553,-0.00001505,
1.75950000,0.00000359,0.00000580,-0.00001449,-0.00001315,0.00000000,0.00000000,-0.00003006,-0.00000615,-0.00002769,-0.00000986,-0.00000189,-0.00000238,-0.00000309,-0.00001701,-0.00003691,-0.00001754,
1.76000000,0.00000213,0.00000508,-0.00001451,-0.00001340,0.00000000,0.00000000,-0.00003316,-0.00000601,-0.00002720,-0.00000996,-0.00000351,-0.00000213,-0.00000196,-0.00001718,-0.00001518,-0.00002022,
1.76050000,0.00000029,0.00000557,-0.00001528,-0.00001268,0.00000000,0.00000000,-0.00003440,-0.00000580,-0.00002615,-0.00001011,-0.00000421,-0.00000091,-0.00000222,-0.00001632,0.00002313,-0.00002112,
1.76100000,-0.00000139,0.00000677,-0.00001744,-0.00001220,0.00000000,0.00000000,-0.00003563,-0.00000597,-0.00002597,-0.00001037,-0.00000327,0.00000004,-0.00000363,-0.00001523,0.00006225,-0.00001954,
1.76150000,-0.00000208,0.00000712,-0.00002034,-0.00001271,0.00000000,0.00000000,-0.00003857,-0.00000681,-0.00002729,-0.00001055,-0.00000133,-0.00000059,-0.00000453,-0.00001540,0.00007409,-0.00001685,
1.76200000,-0.00000173,0.00000710,-0.00002252,-0.00001338,0.00000000,0.00000000,-0.00004313,-0.00000658,-0.00002935,-0.00001060,-0.00000021,-0.00000188,-0.00000401,-0.00001590,0.00005022,-0.00001529,
1.76250000,-0.00000085,0.00000744,-0.00002391,-0.00001310,0.00000000,0.00000000,-0.00004750,-0.00000491,-0.00003090,-0.00001066,-0.00000076,-0.00000251,-0.00000286,-0.00001547,0.00001517,-0.00001604,
1.76300000,0.00000021,0.00000744,-0.00002571,-0.00001207,0.00000000,0.00000000,-0.00004974,-0.00000435,-0.00003134,-0.00001081,-0.00000226,-0.00000289,-0.00000254,-0.00001478,-0.00000150,-0.00001830,
1.76350000,0.00000129,0.00000712,-0.00002747,-0.00001130,0.00000000,0.00000000,-0.00004912,-0.00000555,-0.00003099,-0.00001097,-0.00000415,-0.00000370,-0.00000357,-0.00001395,-0.00000101,-0.00002017,
1.76400000,0.00000225,0.00000694,-0.00002808,-0.00001125,0.00000000,0.00000000,-0.00004694,-0.00000644,-0.00003042,-0.00001127,-0.00000608,-0.00000453,-0.00000495,-0.00001319,0.00000034,-0.00002043,
1.76450000,0.00000317,0.00000630,-0.00002826,-0.00001158,0.00000000,0.00000000,-0.00004545,-0.00000587,-0.00003006,-0.00001210,-0.00000737,-0.00000454,-0.00000520,-0.00001406,0.00000194,-0.00001938,
1.76500000,0.00000419,0.00000493,-0.00002940,-0.00001209,0.00000000,0.00000000,-0.00004573,-0.00000537,-0.00003031,-0.00001277,-0.00000792,-0.00000389,-0.00000385,-0.00001608,0.00000676,-0.00001770,
1.76550000,0.00000518,0.00000364,-0.00003153,-0.00001256,0.00000000,0.00000000,-0.00004720,-0.00000688,-0.00003126,-0.00001241,-0.00000821,-0.00000345,-0.00000186,-0.00001692,0.00000953,-0.00001620,
1.76600000,0.00000583,0.00000306,-0.00003320,-0.00001211,0.00000000,0.00000000,-0.00004850,-0.00000966,-0.00003207,-0.00001179,-0.00000836,-0.00000319,-0.00000050,-0.00001637,0.00000570,-0.00001608,
1.76650000,0.00000582,0.00000298,-0.00003284,-0.00001106,0.00000000,0.00000000,-0.00004848,-0.00001183,-0.00003192,-0.00001205,-0.00000834,-0.00000255,0.00000007,-0.00001562,-0.00000265,-0.00001693,
1.76700000,0.00000501,0.00000295,-0.00003020,-0.00001097,0.00000000,0.00000000,-0.00004695,-0.00001287,-0.00003094,-0.00001288,-0.00000832,-0.00000159,0.00000044,-0.00001506,-0.00000984,-0.00001666,
1.76750000,0.00000369,0.00000297,-0.00002634,-0.00001191,0.00000000,0.00000000,-0.00004458,-0.00001309,-0.00002966,-0.00001328,-0.00000851,-0.00000076,0.00000050,-0.00001463,-0.00001408,-0.00001459,
1.76800000,0.00000283,0.00000317,-0.00002303,-0.00001278,0.00000000,0.00000000,-0.00004226,-0.00001300,-0.00002825,-0.00001277,-0.00000866,-0.00000037,-0.00000007,-0.00001420,-0.00001699,-0.00001210,
1.76850000,0.00000321,0.00000325,-0.00002151,-0.00001334,0.00000000,0.00000000,-0.00004052,-0.00001310,-0.00002665,-0.00001179,-0.00000832,-0.00000040,-0.00000082,-0.00001363,-0.00001872,-0.00001059,
1.76900000,0.00000484,0.00000355,-0.00002108,-0.00001338,0.00000000,0.00000000,-0.00003931,-0.00001371,-0.00002582,-0.00001135,-0.00000781,-0.00000096,-0.00000109,-0.00001342,-0.00001970,-0.00001248,
1.76950000,0.00000740,0.00000475,-0.00002033,-0.00001246,0.00000000,0.00000000,-0.00003785,-0.00001521,-0.00002709,-0.00001185,-0.00000824,-0.00000222,-0.00000056,-0.00001379,-0.00002160,-0.00001980,
1.77000000,0.00000900,0.00000590,-0.00001971,-0.00001113,0.00000000,0.00000000,-0.00003587,-0.00001716,-0.00002956,-0.00001205,-0.00001000,-0.00000271,0.00000050,-0.00001324,-0.00002366,-0.00002632,
1.77050000,0.00000828,0.00000605,-0.00002004,-0.00001009,0.00000000,0.00000000,-0.00003410,-0.00001835,-0.00003118,-0.00001108,-0.00001183,-0.00000104,0.00000164,-0.00001132,-0.00002325,-0.00002507,
1.77100000,0.00000752,0.00000609,-0.00002039,-0.00000882,0.00000000,0.00000000,-0.00003258,-0.00001927,-0.00003131,-0.00001019,-0.00001219,0.00000102,0.00000306,-0.00001022,-0.00002072,-0.00002176,
1.77150000,0.00000778,0.00000603,-0.00002023,-0.00000732,0.00000000,0.00000000,-0.00003067,-0.00002123,-0.00003019,-0.00001062,-0.00001149,0.00000104,0.00000479,-0.00001089,-0.00001920,-0.00002270,
1.77200000,0.00000734,0.00000530,-0.00001981,-0.00000705,0.00000000,0.00000000,-0.00002767,-0.00002370,-0.00002908,-0.00001197,-0.00001102,-0.00000033,0.00000580,-0.00001244,-0.00002042,-0.00002387,
1.77250000,0.00000642,0.00000517,-0.00001869,-0.00000874,0.00000000,0.00000000,-0.00002216,-0.00002530,-0.00002993,-0.00001318,-0.00001093,-0.00000103,0.00000509,-0.00001446,-0.00002347,-0.00002174,
1.77300000,0.00000630,0.00000639,-0.00001675,-0.00001072,0.00000000,0.00000000,-0.00001360,-0.00002587,-0.00003174,-0.00001319,-0.00001092,-0.00000089,0.00000334,-0.00001653,-0.00002564,-0.00002041,
1.77350000,0.00000652,0.00000772,-0.00001496,-0.00001075,0.00000000,0.00000000,-0.00000412,-0.00002617,-0.00003188,-0.00001211,-0.00001118,-0.00000106,0.00000162,-0.00001786,-0.00002536,-0.00002664,
1.77400000,0.00000549,0.00000792,-0.00001428,-0.00000888,0.00000000,0.00000000,0.00000303,-0.00002678,-0.00003053,-0.00001158,-0.00001204,-0.00000201,-0.00000029,-0.00001855,-0.00002440,-0.00004253,
1.77450000,0.00000259,0.00000727,-0.00001453,-0.00000764,0.00000000,0.00000000,0.00000611,-0.00002797,-0.00002934,-0.00001224,-0.00001316,-0.00000360,-0.00000184,-0.00001965,-0.00002432,-0.00005947,
1.77500000,-0.00000071,0.00000654,-0.00001470,-0.00000853,0.00000000,0.00000000,0.00000564,-0.00002935,-0.00002886,-0.00001286,-0.00001372,-0.00000511,-0.00000118,-0.00002174,-0.00002437,-0.00006265,
1.77550000,-0.00000210,0.00000531,-0.00001414,-0.00000939,0.00000000,0.00000000,0.00000343,-0.00002989,-0.00002882,-0.00001255,-0.00001371,-0.00000542,0.00000196,-0.00002388,-0.00002431,-0.00004646,
1.77600000,-0.00000131,0.00000389,-0.00001336,-0.00000875,0.00000000,0.00000000,0.00000109,-0.00002920,-0.00002906,-0.00001175,-0.00001415,-0.00000461,0.00000538,-0.00002492,-0.00002534,-0.00002107,
1.77650000,-0.00000041,0.00000401,-0.00001381,-0.00000816,0.00000000,0.00000000,-0.00000131,-0.00002822,-0.00002980,-0.00001133,-0.00001559,-0.00000413,0.00000665,-0.00002457,-0.00002833,-0.00000336,
1.77700000,-0.00000045,0.00000543,-0.00001627,-0.00000768,0.00000000,0.00000000,-0.00000524,-0.00002802,-0.00003085,-0.00001145,-0.00001712,-0.00000477,0.00000564,-0.00002293,-0.00003247,-0.00000315,
1.77750000,-0.00000074,0.00000638,-0.00001918,-0.00000629,0.00000000,0.00000000,-0.00001233,-0.00002845,-0.00003117,-0.00001141,-0.00001778,-0.00000609,0.00000411,-0.00002112,-0.00003542,-0.00001309,
1.77800000,-0.00000054,0.00000645,-0.00001990,-0.00000527,0.00000000,0.00000000,-0.00002311,-0.00002837,-0.00002998,-0.00001055,-0.00001802,-0.00000740,0.00000355,-0.00002086,-0.00003420,-0.00001389,
